Alloy name (composition),Phase (if known),FCC,BCC,Im,HCP,sigma,Processing (if known),Processing (Binary),Reference,Hardness (HV),Yield strength (MPa),Tensile strength (MPa),Elongation (ductility) %,Compressive strength (MPa),Plasticity  (ductility) %,delete,duplicate
TaTiNb ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1135,,,1765,20,,
TaTiNbZr ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1572,,,1728,6,,
TaTiNbZrMo ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1480,,,1625,6,,
TaTiNbZrW ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  295°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1871,,,1992,2,,
TaTiNb ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,800,,,1130,14,,
TaTiNbZr ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1004,,,1178,16,,
TaTiNbZrMo ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,1021,,,1509,14,,
TaTiNbZrW ,BCC,0,1,0,0,0," initial, SPS 1373 K,Annealing at  873°C",1,https://doi.org/10.1016/j.jallcom.2021.162030 ,,899,,,1155,13,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,10 μm/s ,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,409,1109,26.5,,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−100 °C, 24 h, 10 °C/min",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1081.49,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,100 μm/s ,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,445,1340,30.5,,,,
AlCoCrFeNi ,FCC+BCC+σ,1,1,0,0,1,10000°C-10h,1,https://doi.org/10.1016/j.jmst.2020.08.063 ,,,,,910,38,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,100μm/s,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,440,1012,14.5,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"1073 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,84.8,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,187,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,184,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,210,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"1073 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,245,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"1073 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,85.2,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,190,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,182,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,205,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"1073 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,250,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"1073 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,86,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,189,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,192,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"1073 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,260,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"1073 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,255,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"1173 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,82.2,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,170,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,172,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,160,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"1173 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,200,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"1173 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,82.2,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,161,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,152,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,145,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"1173 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,190,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"1173 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,82.2,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,181,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,180,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"1173 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,185,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"1173 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,210,,,,,,,
Al20Ti20Ni20Cu20Fe20,FCC1 + FCC2,1,0,0,0,0,1173K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,449,,,,1247,4.3,,
Al22.5Ti22.5Ni20Cu20Fe15,FCC1 + FCC2,1,0,0,0,0,1173K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,370,,,,1335,8.8,,
Al25Ti25Ni25Cu25,FCC,1,0,0,0,0,1173K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,416,,,,1263,1.2,,
AlCoCrFeNi,FCC+BCC+σ,1,1,0,0,1,1200◦C-0T,1,https://doi.org/10.1016/j.jallcom.2019.153407 ,,1254,,,2366,21,,
AlCoCrFeNi ,FCC+BCC+σ,1,1,0,0,1,1200°C-10h,1,https://doi.org/10.1016/j.jmst.2020.08.063 ,,,,,1148,28,,
AlCoCrFeNi,FCC+BCC+σ,1,1,0,0,1,1200-6T,1,https://doi.org/10.1016/j.jallcom.2019.153407 ,,1231,,,2708,26,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,120μm/s,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,455,960,32.5,,,,
AlCoCrFeNi ,FCC+BCC+σ,1,1,0,0,1,1250°C-10h,1,https://doi.org/10.1016/j.jmst.2020.08.063 ,,,,,1247,25,,
W35Ta35Mo10Nb10V10 ,FCC,1,0,0,0,0,1600°C  and 10min sintering,1,https://doi.org/10.1016/j.jallcom.2021.162505 ,,,,,2238,,,
W35Ta35Mo10Nb10V10 ,FCC,1,0,0,0,0,1700°C  and 10min sintering,1,https://doi.org/10.1016/j.jallcom.2021.162505 ,,,,,2519,,,
W35Ta35Mo10Nb10V10 ,FCC,1,0,0,0,0,1800°C  and 10min sintering,1,https://doi.org/10.1016/j.jallcom.2021.162505 ,,,,,2267,,,
W35Ta35Mo10Nb10V10 ,FCC,1,0,0,0,0,1800°C  and 1min sintering,1,https://doi.org/10.1016/j.jallcom.2021.162505 ,,,,,2258,,,
W35Ta35Mo10Nb10V10 ,FCC,1,0,0,0,0,1800°C  and 5min sintering,1,https://doi.org/10.1016/j.jallcom.2021.162505 ,,,,,1978,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−196 °C, 12 h, 10 °C/min",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1088.71,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−196 °C, 24 h, 10 °C/min ",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1198.22,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−196 °C, 36 h, 1 °C/min",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1217.74,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−196 °C, 36 h, 10 °C/min ",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1331.92,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−196 °C, 36 h, 5 °C/min ",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1480.05,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−196 °C, 48 h, 10 °C/min",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1164.26,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,200μm/s,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,461,1209,30.2,,,,
Al20Ti20Ni20Cu20Fe20,FCC1 + FCC2,1,0,0,0,0,298K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,516,,,,1617,8.2,,
Al22.5Ti22.5Ni20Cu20Fe15,FCC1 + FCC2,1,0,0,0,0,298K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,516,,,,1326,6.6,,
Al25Ti25Ni25Cu25,FCC,1,0,0,0,0,298K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,537,,,,536,0.85,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,5 μm/s ,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,421,1164,22.2,,,,
FeCoNi1.5CuB0.5Y0.2 ,FCC,1,0,0,0,0,"−50 °C, 24 h, 10 °C/min",1,https://doi.org/10.1016/j.jallcom.2022.164310 ,,,,,1053.1,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,50μm/s,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,423,1248,23.7,,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,50μm/s ,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,431,924,13,,,,
AlCoCrFeNi2.1 ,FCC + BCC,1,1,0,0,0,60μm/s,1,https://doi.org/10.1016/j.jallcom.2021.162907 ,,418,1139,37.3,,,,
AlCoCrFeNi ,FCC+BCC+σ,1,1,0,0,1,650°C-10h,1,https://doi.org/10.1016/j.jmst.2020.08.063 ,,,,,1397,9,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"773 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,97.5,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"773 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,170.9,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"773 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,268,,,,,,,
Al0.9CoCrFeNi,BCC,0,1,0,0,0,"773 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,410,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"773 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,430,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"773 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,98.5,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"773 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,171.5,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"773 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,262,,,,,,,
Al0.9CoCrFeNi,BCC,0,1,0,0,0,"773 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,415,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"773 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,440,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"773 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,97,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"773 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,170,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"773 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,262,,,,,,,
Al0.9CoCrFeNi,BCC,0,1,0,0,0,"773 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,420,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"773 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,420,,,,,,,
Al20Ti20Ni20Cu20Fe20,FCC1 + FCC2,1,0,0,0,0,773K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,365,,,,1670,5.8,,
Al22.5Ti22.5Ni20Cu20Fe15,FCC1 + FCC2,1,0,0,0,0,773K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,434,,,,1210,1.8,,
Al25Ti25Ni25Cu25,FCC,1,0,0,0,0,773K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,521,,,,498,0.67,,
 Co95Cr95Fe95Ni95W5Mo5,matrix+σ phase,0,0,0,0,1,850 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1152,1248,9.8,,,,
 Co97Cr97Fe97Ni97W3Mo3,matrix+σ phase,0,0,0,0,1,850 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,767,1027,19.7,,,,
(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+σ phase,0,0,0,0,1,850 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1806,1886,0.8,,,,
(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+σ phase,0,0,0,0,1,850 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1553,1639,2.9,,,,
(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+σ phase,0,0,0,0,1,850 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1483,1547,4.3,,,,
(CoCrFeNi)99(WMo)1,matrix+σ phase,0,0,0,0,1,850 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,573,919,45.4,,,,
 (CoCrFeNi)97(WMo)3,matrix+σ phase,0,0,0,0,1,856 °C-0.5 h&650 °C-4 h ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,723,937,24.2,,,,
(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+σ phase,0,0,0,0,1,856 °C-0.5 h&650 °C-4 h ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1576,1710,4,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"873 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,92,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,166,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,160,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,355,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"873 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,350,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"873 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,93,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,168,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,156,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,375,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"873 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,355,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"873 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,93.2,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,169,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,156,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"873 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,365,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"873 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,355,,,,,,,
 Co95Cr95Fe95Ni95W5Mo5,matrix+σ phase,0,0,0,0,1,875 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1110,1289,14.1,,,,
 Co97Cr97Fe97Ni97W3Mo3,matrix+σ phase,0,0,0,0,1,875 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,685,733,25.6,,,,
Co89Cr89Fe89Ni89W5Mo5Al6Ti6,matrix+σ phase,0,0,0,0,1,875 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1539,1669,1.7,,,,
Co91Cr91Fe91Ni91W3Mo3Al6Ti6,matrix+σ phase,0,0,0,0,1,875 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1408,1554,4.9,,,,
(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+σ phase,0,0,0,0,1,875 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1407,1508,7.7,,,,
(CoCrFeNi)99(WMo)1,matrix+σ phase,0,0,0,0,1,875 °C-0.5hWQ&650 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,517,843,44.1,,,,
 (CoCrFeNi)95(WMo)5,matrix+σ phase,0,0,0,0,1,888 °C-0.5 h&650 °C-4 h ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1045,1203,10.8,,,,
(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+σ phase,0,0,0,0,1,888 °C-0.5 h&650 °C-4 h ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1618,1787,1.5,,,,
(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+σ phase,0,0,0,0,1,888 °C-0.5 h&650 °C-4 h ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1216,1338,10.7,,,,
(CoCrFeNi)99(WMo)1,matrix+σ phase,0,0,0,0,1,888 °C-0.5 h&650 °C-4 h ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,508,791,46.4,,,,
 (CoCrFeNi)95(WMo)5,matrix+σ phase,0,0,0,0,1,900 °C-1hWQ&700 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,782,1080,23.4,,,,
 (CoCrFeNi)97(WMo)3,matrix+σ phase,0,0,0,0,1,900 °C-1hWQ&700 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,671,994,41.2,,,,
(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+σ phase,0,0,0,0,1,900 °C-1hWQ&700 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,1265,1525,6.7,,,,
(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+σ phase,0,0,0,0,1,900 °C-1hWQ&700 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,932,1299,21.4,,,,
(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+σ phase,0,0,0,0,1,900 °C-1hWQ&700 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,830,1149,28.4,,,,
(CoCrFeNi)99(WMo)1,matrix+σ phase,0,0,0,0,1,900 °C-1hWQ&700 °C-4hAC ,1,https://doi.org/10.1016/j.jallcom.2022.163774 ,,442,780,45,,,,
AlCoCrFeNi,FCC+BCC+σ,1,1,0,0,1,950◦C -0T,1,https://doi.org/10.1016/j.jallcom.2019.153407 ,,1069,,,2074,17,,
AlCoCrFeNi,FCC+BCC+σ,1,1,0,0,1,950◦C-6T,1,https://doi.org/10.1016/j.jallcom.2019.153407 ,,1057,,,2213,22,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"973 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,88,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,157,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,232,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,340,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"973 K annealing, dwell time 15s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,330,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"973 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,87.5,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,155,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,230,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,310,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"973 K annealing, dwell time 30s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,320,,,,,,,
Al0.3CoCrFeNi,FCC,1,0,0,0,0,"973 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,87.2,,,,,,,
Al0.5CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,162,,,,,,,
Al0.7CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,240,,,,,,,
Al0.9CoCrFeNi,FCC+BCC,1,1,0,0,0,"973 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,370,,,,,,,
Al1.5CoCrFeNi,BCC,0,1,0,0,0,"973 K annealing, dwell time 5s",1,dx.doi.org/10.1016/j.jallcom.2013.11.084,335,,,,,,,
Al20Ti20Ni20Cu20Fe20,FCC1 + FCC2,1,0,0,0,0,973K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.215,544,,,,1569,13.5,,
Al22.5Ti22.5Ni20Cu20Fe15,FCC1 + FCC2,1,0,0,0,0,973K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,575,,,,1490,8.5,,
Al25Ti25Ni25Cu25,FCC,1,0,0,0,0,973K annealing,1,dx.doi.org/10.1016/j.apsusc.2015.07.207,518,,,,870,0.96,,
FeCoNiMn0.25Al0.25 ,FCC,1,0,0,0,0,AM,1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,138,484,58,,,,
FeCoNiMn0.25Al0.25 ,FCC,1,0,0,0,0,"AM, CR 70%, AN 900 oC/1h, WQ ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,331,651,48,,,,
Al0.3CoCrFeNi ,FCC,1,0,0,0,0,"AM, CR 90%, SN 1150 ◦ C/2 min, WQ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,263,589,60,,,,
Al0.3CoCrFeNi ,FCC,1,0,0,0,0,"AM, CR 90%, SN 1150 ◦ C/5 min, WQ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,220,550,60,,,,
Al0.3CoCrFeNi ,FCC,1,0,0,0,0,"AM, CR 90%, SN 1150 ◦ C/60 min, WQ",1,https://doi.org/10.1016/j.pmatsci.2021.100777 ,,159,410,65,,,,
